id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,status_kelahiran,jenis_kelamin,jumlah_kelahiran,satuan,tahun
509,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,LAKI-LAKI,25,JIWA,2018
510,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,PEREMPUAN,17,JIWA,2018
511,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,LAKI-LAKI,2960,JIWA,2018
512,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,PEREMPUAN,2692,JIWA,2018
513,32,JAWA BARAT,3274,KOTA CIREBON,MATI,LAKI-LAKI,22,JIWA,2018
514,32,JAWA BARAT,3274,KOTA CIREBON,MATI,PEREMPUAN,6,JIWA,2018
515,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,LAKI-LAKI,23322,JIWA,2018
516,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,PEREMPUAN,23991,JIWA,2018
517,32,JAWA BARAT,3275,KOTA BEKASI,MATI,LAKI-LAKI,16,JIWA,2018
518,32,JAWA BARAT,3275,KOTA BEKASI,MATI,PEREMPUAN,9,JIWA,2018
519,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,LAKI-LAKI,22008,JIWA,2018
520,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,PEREMPUAN,21219,JIWA,2018
521,32,JAWA BARAT,3276,KOTA DEPOK,MATI,LAKI-LAKI,22,JIWA,2018
522,32,JAWA BARAT,3276,KOTA DEPOK,MATI,PEREMPUAN,19,JIWA,2018
523,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,LAKI-LAKI,5306,JIWA,2018
524,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,PEREMPUAN,5461,JIWA,2018
525,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,LAKI-LAKI,30,JIWA,2018
526,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,PEREMPUAN,30,JIWA,2018
527,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,LAKI-LAKI,6022,JIWA,2018
528,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,PEREMPUAN,5994,JIWA,2018
529,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,LAKI-LAKI,3,JIWA,2018
530,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,PEREMPUAN,1,JIWA,2018
531,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,LAKI-LAKI,0,JIWA,2018
532,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,PEREMPUAN,0,JIWA,2018
533,32,JAWA BARAT,3279,KOTA BANJAR,MATI,LAKI-LAKI,0,JIWA,2018
534,32,JAWA BARAT,3279,KOTA BANJAR,MATI,PEREMPUAN,0,JIWA,2018
535,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,LAKI-LAKI,59446,JIWA,2019
536,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,PEREMPUAN,58749,JIWA,2019
537,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,LAKI-LAKI,93,JIWA,2019
538,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,PEREMPUAN,74,JIWA,2019
539,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,LAKI-LAKI,20846,JIWA,2019
540,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,PEREMPUAN,20280,JIWA,2019
541,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,LAKI-LAKI,6,JIWA,2019
542,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,LAKI-LAKI,34844,JIWA,2019
543,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,PEREMPUAN,32923,JIWA,2019
544,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,LAKI-LAKI,44,JIWA,2019
545,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,PEREMPUAN,46,JIWA,2019
546,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,LAKI-LAKI,15822,JIWA,2019
547,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,PEREMPUAN,14902,JIWA,2019
548,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,LAKI-LAKI,102,JIWA,2019
549,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,PEREMPUAN,77,JIWA,2019
550,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,LAKI-LAKI,9964,JIWA,2019
551,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,PEREMPUAN,9182,JIWA,2019
552,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,LAKI-LAKI,70,JIWA,2019
553,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,PEREMPUAN,55,JIWA,2019
554,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,LAKI-LAKI,10168,JIWA,2019
555,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,PEREMPUAN,9286,JIWA,2019
556,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,LAKI-LAKI,28,JIWA,2019
557,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,PEREMPUAN,29,JIWA,2019
558,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,LAKI-LAKI,24840,JIWA,2019
559,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,PEREMPUAN,23574,JIWA,2019
560,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,LAKI-LAKI,0,JIWA,2019
561,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,PEREMPUAN,0,JIWA,2019
562,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,LAKI-LAKI,10545,JIWA,2019
563,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,PEREMPUAN,9892,JIWA,2019
564,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,LAKI-LAKI,30,JIWA,2019
565,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,PEREMPUAN,24,JIWA,2019
566,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,LAKI-LAKI,9613,JIWA,2019
567,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,PEREMPUAN,9200,JIWA,2019
568,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,LAKI-LAKI,5,JIWA,2019
569,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,PEREMPUAN,6,JIWA,2019
570,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,LAKI-LAKI,18328,JIWA,2019
571,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,PEREMPUAN,16257,JIWA,2019
572,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,LAKI-LAKI,94,JIWA,2019
573,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,PEREMPUAN,57,JIWA,2019
574,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,LAKI-LAKI,16005,JIWA,2019
575,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,PEREMPUAN,15913,JIWA,2019
576,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,LAKI-LAKI,54,JIWA,2019
577,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,PEREMPUAN,41,JIWA,2019
578,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,LAKI-LAKI,9881,JIWA,2019
579,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,PEREMPUAN,9392,JIWA,2019
580,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,LAKI-LAKI,63,JIWA,2019
581,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,PEREMPUAN,35,JIWA,2019
582,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,LAKI-LAKI,22248,JIWA,2019
583,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,PEREMPUAN,22602,JIWA,2019
584,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,LAKI-LAKI,52,JIWA,2019
585,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,PEREMPUAN,29,JIWA,2019
586,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,LAKI-LAKI,43854,JIWA,2019
587,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,PEREMPUAN,35880,JIWA,2019
588,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,LAKI-LAKI,14,JIWA,2019
589,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,PEREMPUAN,21,JIWA,2019
590,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,LAKI-LAKI,15923,JIWA,2019
591,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,PEREMPUAN,14414,JIWA,2019
592,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,LAKI-LAKI,64,JIWA,2019
593,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,PEREMPUAN,157,JIWA,2019
594,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,LAKI-LAKI,3085,JIWA,2019
595,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,PEREMPUAN,2989,JIWA,2019
596,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,LAKI-LAKI,27,JIWA,2019
597,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,PEREMPUAN,26,JIWA,2019
598,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,LAKI-LAKI,9991,JIWA,2019
599,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,PEREMPUAN,10204,JIWA,2019
600,32,JAWA BARAT,3271,KOTA BOGOR,MATI,LAKI-LAKI,67,JIWA,2019
601,32,JAWA BARAT,3271,KOTA BOGOR,MATI,PEREMPUAN,57,JIWA,2019
602,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,LAKI-LAKI,3192,JIWA,2019
603,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,PEREMPUAN,2884,JIWA,2019
604,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,LAKI-LAKI,8,JIWA,2019
605,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,PEREMPUAN,7,JIWA,2019
606,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,LAKI-LAKI,19489,JIWA,2019
607,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,PEREMPUAN,22345,JIWA,2019
608,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,LAKI-LAKI,50,JIWA,2019
609,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,PEREMPUAN,68,JIWA,2019
610,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,LAKI-LAKI,2867,JIWA,2019
611,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,PEREMPUAN,2624,JIWA,2019
612,32,JAWA BARAT,3274,KOTA CIREBON,MATI,LAKI-LAKI,19,JIWA,2019
613,32,JAWA BARAT,3274,KOTA CIREBON,MATI,PEREMPUAN,13,JIWA,2019
614,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,LAKI-LAKI,24020,JIWA,2019
615,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,PEREMPUAN,25525,JIWA,2019
616,32,JAWA BARAT,3275,KOTA BEKASI,MATI,LAKI-LAKI,146,JIWA,2019
617,32,JAWA BARAT,3275,KOTA BEKASI,MATI,PEREMPUAN,127,JIWA,2019
618,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,LAKI-LAKI,22234,JIWA,2019
619,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,PEREMPUAN,21622,JIWA,2019
620,32,JAWA BARAT,3276,KOTA DEPOK,MATI,LAKI-LAKI,21,JIWA,2019
621,32,JAWA BARAT,3276,KOTA DEPOK,MATI,PEREMPUAN,18,JIWA,2019
622,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,LAKI-LAKI,5362,JIWA,2019
623,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,PEREMPUAN,5443,JIWA,2019
624,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,LAKI-LAKI,21,JIWA,2019
625,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,PEREMPUAN,18,JIWA,2019
626,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,LAKI-LAKI,5962,JIWA,2019
627,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,PEREMPUAN,5748,JIWA,2019
628,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,LAKI-LAKI,3,JIWA,2019
629,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,PEREMPUAN,2,JIWA,2019
630,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,LAKI-LAKI,1559,JIWA,2019
631,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,PEREMPUAN,1472,JIWA,2019
632,32,JAWA BARAT,3279,KOTA BANJAR,MATI,LAKI-LAKI,16,JIWA,2019
633,32,JAWA BARAT,3279,KOTA BANJAR,MATI,PEREMPUAN,17,JIWA,2019
634,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,LAKI-LAKI,55693,JIWA,2020
635,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,PEREMPUAN,57859,JIWA,2020
636,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,LAKI-LAKI,42,JIWA,2020
637,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,PEREMPUAN,71,JIWA,2020
638,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIDUP,LAKI-LAKI,0,JIWA,2020
639,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIDUP,PEREMPUAN,0,JIWA,2020
640,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATI,LAKI-LAKI,0,JIWA,2020
641,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATI,PEREMPUAN,0,JIWA,2020
642,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,LAKI-LAKI,0,JIWA,2020
643,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,PEREMPUAN,0,JIWA,2020
644,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,LAKI-LAKI,0,JIWA,2020
645,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,PEREMPUAN,0,JIWA,2020
646,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,LAKI-LAKI,34664,JIWA,2020
647,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,PEREMPUAN,32238,JIWA,2020
648,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,LAKI-LAKI,37,JIWA,2020
649,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,PEREMPUAN,35,JIWA,2020
650,32,JAWA BARAT,3205,KABUPATEN GARUT,HIDUP,LAKI-LAKI,26756,JIWA,2020
651,32,JAWA BARAT,3205,KABUPATEN GARUT,HIDUP,PEREMPUAN,25500,JIWA,2020
652,32,JAWA BARAT,3205,KABUPATEN GARUT,MATI,LAKI-LAKI,195,JIWA,2020
653,32,JAWA BARAT,3205,KABUPATEN GARUT,MATI,PEREMPUAN,170,JIWA,2020
654,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,LAKI-LAKI,15487,JIWA,2020
655,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,PEREMPUAN,14870,JIWA,2020
656,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,LAKI-LAKI,87,JIWA,2020
657,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,PEREMPUAN,62,JIWA,2020
658,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,LAKI-LAKI,10126,JIWA,2020
659,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,PEREMPUAN,9189,JIWA,2020
660,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,LAKI-LAKI,0,JIWA,2020
661,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,PEREMPUAN,0,JIWA,2020
662,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,LAKI-LAKI,21389,JIWA,2020
663,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,PEREMPUAN,26142,JIWA,2020
664,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,LAKI-LAKI,30,JIWA,2020
665,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,PEREMPUAN,47,JIWA,2020
666,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,LAKI-LAKI,10819,JIWA,2020
667,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,PEREMPUAN,10148,JIWA,2020
668,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,LAKI-LAKI,33,JIWA,2020
669,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,PEREMPUAN,30,JIWA,2020
670,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,LAKI-LAKI,9924,JIWA,2020
671,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,PEREMPUAN,9136,JIWA,2020
672,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,LAKI-LAKI,52,JIWA,2020
673,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,PEREMPUAN,44,JIWA,2020
674,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,LAKI-LAKI,15356,JIWA,2020
675,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,PEREMPUAN,14698,JIWA,2020
676,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,LAKI-LAKI,57,JIWA,2020
677,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,PEREMPUAN,43,JIWA,2020
678,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,LAKI-LAKI,16796,JIWA,2020
679,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,PEREMPUAN,16380,JIWA,2020
680,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,LAKI-LAKI,66,JIWA,2020
681,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,PEREMPUAN,38,JIWA,2020
682,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,LAKI-LAKI,9212,JIWA,2020
683,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,PEREMPUAN,8333,JIWA,2020
684,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,LAKI-LAKI,57,JIWA,2020
685,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,PEREMPUAN,48,JIWA,2020
686,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,LAKI-LAKI,21393,JIWA,2020
687,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,PEREMPUAN,21572,JIWA,2020
688,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,LAKI-LAKI,41,JIWA,2020
689,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,PEREMPUAN,43,JIWA,2020
690,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,LAKI-LAKI,39312,JIWA,2020
691,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,PEREMPUAN,38074,JIWA,2020
692,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,LAKI-LAKI,10,JIWA,2020
693,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,PEREMPUAN,6,JIWA,2020
694,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,LAKI-LAKI,15923,JIWA,2020
695,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,PEREMPUAN,14414,JIWA,2020
696,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,LAKI-LAKI,64,JIWA,2020
697,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,PEREMPUAN,157,JIWA,2020
698,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,LAKI-LAKI,3131,JIWA,2020
699,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,PEREMPUAN,2964,JIWA,2020
700,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,LAKI-LAKI,20,JIWA,2020
701,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,PEREMPUAN,21,JIWA,2020
702,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,LAKI-LAKI,9504,JIWA,2020
703,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,PEREMPUAN,9238,JIWA,2020
704,32,JAWA BARAT,3271,KOTA BOGOR,MATI,LAKI-LAKI,30,JIWA,2020
705,32,JAWA BARAT,3271,KOTA BOGOR,MATI,PEREMPUAN,20,JIWA,2020
706,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,LAKI-LAKI,3187,JIWA,2020
707,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,PEREMPUAN,2965,JIWA,2020
708,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,LAKI-LAKI,17,JIWA,2020
709,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,PEREMPUAN,10,JIWA,2020
710,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,LAKI-LAKI,17239,JIWA,2020
711,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,PEREMPUAN,17127,JIWA,2020
712,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,LAKI-LAKI,31,JIWA,2020
713,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,PEREMPUAN,17,JIWA,2020
714,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,LAKI-LAKI,2764,JIWA,2020
715,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,PEREMPUAN,2399,JIWA,2020
716,32,JAWA BARAT,3274,KOTA CIREBON,MATI,LAKI-LAKI,15,JIWA,2020
717,32,JAWA BARAT,3274,KOTA CIREBON,MATI,PEREMPUAN,11,JIWA,2020
718,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,LAKI-LAKI,22436,JIWA,2020
719,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,PEREMPUAN,23641,JIWA,2020
720,32,JAWA BARAT,3275,KOTA BEKASI,MATI,LAKI-LAKI,30,JIWA,2020
721,32,JAWA BARAT,3275,KOTA BEKASI,MATI,PEREMPUAN,19,JIWA,2020
722,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,LAKI-LAKI,22551,JIWA,2020
723,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,PEREMPUAN,21929,JIWA,2020
724,32,JAWA BARAT,3276,KOTA DEPOK,MATI,LAKI-LAKI,14,JIWA,2020
725,32,JAWA BARAT,3276,KOTA DEPOK,MATI,PEREMPUAN,17,JIWA,2020
726,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,LAKI-LAKI,5202,JIWA,2020
727,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,PEREMPUAN,5159,JIWA,2020
728,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,LAKI-LAKI,19,JIWA,2020
729,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,PEREMPUAN,22,JIWA,2020
730,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,LAKI-LAKI,5980,JIWA,2020
731,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,PEREMPUAN,5850,JIWA,2020
732,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,LAKI-LAKI,9,JIWA,2020
733,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,PEREMPUAN,6,JIWA,2020
734,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,LAKI-LAKI,1579,JIWA,2020
735,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,PEREMPUAN,1372,JIWA,2020
736,32,JAWA BARAT,3279,KOTA BANJAR,MATI,LAKI-LAKI,12,JIWA,2020
737,32,JAWA BARAT,3279,KOTA BANJAR,MATI,PEREMPUAN,16,JIWA,2020
